KEGGgene	EC	Organism
reh:H16_A2962	ec:2.7.7.62	Cupriavidus
reh:H16_A2734	ec:3.1.11.6	Cupriavidus
reh:H16_A0236	ec:1.4.3.19	Cupriavidus
reh:H16_A0108	ec:6.3.5.6	Cupriavidus
reh:H16_A0108	ec:6.3.5.7	Cupriavidus
reh:H16_B0199	ec:2.8.3.6	Cupriavidus
reh:H16_A0571	ec:6.3.4.18	Cupriavidus
reh:H16_B1715	ec:1.6.1.2	Cupriavidus
reh:H16_B1715	ec:7.1.1.1	Cupriavidus
reh:H16_A3412	ec:4.3.2.10	Cupriavidus
reh:H16_A1639	ec:1.8.1.2	Cupriavidus
reh:H16_A1643	ec:7.1.1.3	Cupriavidus
reh:H16_A1652	ec:1.3.99.16	Cupriavidus
reh:H16_A2999	ec:1.8.1.2	Cupriavidus
reh:H16_A3155	ec:3.1.3.27	Cupriavidus
reh:H16_B1395	ec:4.1.1.39	Cupriavidus
reh:H16_A2896	ec:4.2.1.45	Cupriavidus
reh:H16_A1060	ec:7.1.1.2	Cupriavidus
reh:H16_A0343	ec:7.1.1.9	Cupriavidus
reh:H16_A3488	ec:3.1.1.45	Cupriavidus
reh:H16_A2750	ec:3.6.4.12	Cupriavidus
reh:H16_A0568	ec:4.1.2.13	Cupriavidus
reh:H16_B0568	ec:4.2.1.3	Cupriavidus
reh:H16_B0568	ec:4.2.1.99	Cupriavidus
reh:H16_A2275	ec:3.6.4.12	Cupriavidus
reh:H16_B0014	ec:1.3.8.7	Cupriavidus
reh:H16_B0293	ec:7.3.2.2	Cupriavidus
reh:H16_A0609	ec:3.1.11.6	Cupriavidus
reh:H16_A1221	ec:6.1.1.16	Cupriavidus
reh:H16_A1054	ec:7.1.1.2	Cupriavidus
reh:H16_A1059	ec:7.1.1.2	Cupriavidus
reh:H16_B0313	ec:2.2.1.6	Cupriavidus
reh:H16_A2600	ec:2.7.13.3	Cupriavidus
reh:H16_A3041	ec:2.1.1.176	Cupriavidus
reh:H16_B2371	ec:7.4.2.8	Cupriavidus
reh:H16_A3686	ec:2.7.7.7	Cupriavidus
reh:H16_A0775	ec:6.3.2.29	Cupriavidus
reh:H16_A0775	ec:6.3.2.30	Cupriavidus
reh:H16_A3544	ec:7.4.2.8	Cupriavidus
reh:H16_A0111	ec:6.3.5.6	Cupriavidus
reh:H16_A0111	ec:6.3.5.7	Cupriavidus
reh:H16_B1238	ec:3.1.3.2	Cupriavidus
reh:H16_B0810	ec:4.1.1.46	Cupriavidus
reh:H16_A0037	ec:1.14.11.17	Cupriavidus
reh:H16_A0038	ec:1.14.11.17	Cupriavidus
reh:H16_A0043	ec:2.5.1.44	Cupriavidus
reh:H16_A0066	ec:2.5.1.18	Cupriavidus
reh:H16_A0101	ec:1.3.8.7	Cupriavidus
reh:H16_A0129	ec:3.4.19.3	Cupriavidus
reh:H16_A0151	ec:2.1.1.13	Cupriavidus
reh:H16_A0159	ec:6.1.1.19	Cupriavidus
reh:H16_A0167	ec:1.3.8.4	Cupriavidus
reh:H16_A0170	ec:2.3.1.9	Cupriavidus
reh:H16_A0176	ec:2.5.1.18	Cupriavidus
reh:H16_A0180	ec:2.6.1.62	Cupriavidus
reh:H16_A0181	ec:2.3.1.47	Cupriavidus
reh:H16_A0182	ec:6.3.3.3	Cupriavidus
reh:H16_A0183	ec:2.8.1.6	Cupriavidus
reh:H16_A0186	ec:4.1.3.4	Cupriavidus
reh:H16_A0208	ec:2.7.2.8	Cupriavidus
reh:H16_A0220	ec:1.2.1.38	Cupriavidus
reh:H16_A0223	ec:3.1.11.2	Cupriavidus
reh:H16_A0224	ec:2.4.2.10	Cupriavidus
reh:H16_A0227	ec:5.1.1.7	Cupriavidus
reh:H16_A0230	ec:2.5.1.6	Cupriavidus
reh:H16_A0239	ec:2.5.1.3	Cupriavidus
reh:H16_A0244	ec:3.3.1.1	Cupriavidus
reh:H16_A0259	ec:4.1.2.25	Cupriavidus
reh:H16_A0259	ec:5.1.99.8	Cupriavidus
reh:H16_A0259	ec:1.13.11.81	Cupriavidus
reh:H16_A0263	ec:2.6.1.16	Cupriavidus
reh:H16_A0272	ec:2.6.1.18	Cupriavidus
reh:H16_A0273	ec:1.2.1.18	Cupriavidus
reh:H16_A0273	ec:1.2.1.27	Cupriavidus
reh:H16_B0662	ec:2.3.1.9	Cupriavidus
reh:H16_B0668	ec:2.3.1.9	Cupriavidus
reh:H16_B0683	ec:1.3.8.7	Cupriavidus
reh:H16_B0703	ec:1.3.8.7	Cupriavidus
reh:H16_B0721	ec:1.3.8.7	Cupriavidus
reh:H16_B0722	ec:1.3.8.7	Cupriavidus
reh:H16_B0737	ec:1.2.1.3	Cupriavidus
reh:H16_B0750	ec:1.14.13.1	Cupriavidus
reh:H16_B0752	ec:1.3.8.1	Cupriavidus
reh:H16_B0753	ec:6.2.1.3	Cupriavidus
reh:H16_B0759	ec:2.3.1.9	Cupriavidus
reh:H16_B0764	ec:2.5.1.18	Cupriavidus
reh:H16_B0797	ec:3.5.4.12	Cupriavidus
reh:H16_B0385	ec:1.1.1.100	Cupriavidus
reh:H16_B0802	ec:1.18.1.3	Cupriavidus
reh:H16_B0811	ec:5.2.1.1	Cupriavidus
reh:H16_B0819	ec:2.3.1.29	Cupriavidus
reh:H16_B0824	ec:1.1.1.95	Cupriavidus
reh:H16_B0824	ec:1.1.1.399	Cupriavidus
reh:H16_B0834	ec:6.2.1.1	Cupriavidus
reh:H16_B0841	ec:1.1.1.95	Cupriavidus
reh:H16_B0841	ec:1.1.1.399	Cupriavidus
reh:H16_B0850	ec:1.3.8.1	Cupriavidus
reh:H16_B0873	ec:1.13.11.4	Cupriavidus
reh:H16_B0884	ec:4.2.1.80	Cupriavidus
reh:H16_B0891	ec:4.3.3.7	Cupriavidus
reh:H16_B0913	ec:1.3.8.7	Cupriavidus
reh:H16_B0401	ec:1.13.12.16	Cupriavidus
reh:H16_B0406	ec:2.3.1.9	Cupriavidus
reh:H16_B0414	ec:2.3.3.1	Cupriavidus
reh:H16_B0421	ec:1.2.1.3	Cupriavidus
reh:H16_B0422	ec:1.14.11.17	Cupriavidus
reh:H16_B0932	ec:3.1.4.4	Cupriavidus
reh:H16_B0961	ec:2.7.1.40	Cupriavidus
reh:H16_B0965	ec:4.2.1.42	Cupriavidus
reh:H16_B0970	ec:1.3.1.32	Cupriavidus
reh:H16_B0981	ec:2.6.1.19	Cupriavidus
reh:H16_B0982	ec:1.2.1.16	Cupriavidus
reh:H16_B0982	ec:1.2.1.79	Cupriavidus
reh:H16_B0982	ec:1.2.1.20	Cupriavidus
reh:H16_B0984	ec:2.3.2.2	Cupriavidus
reh:H16_B0984	ec:3.4.19.13	Cupriavidus
reh:H16_B1003	ec:1.6.5.5	Cupriavidus
reh:H16_B1004	ec:1.14.11.17	Cupriavidus
reh:H16_B1016	ec:1.1.1.41	Cupriavidus
reh:H16_B1019	ec:2.7.4.1	Cupriavidus
reh:H16_B1031	ec:1.6.5.5	Cupriavidus
reh:H16_B1034	ec:1.14.11.17	Cupriavidus
reh:H16_B1053	ec:3.4.11.5	Cupriavidus
reh:H16_B1067	ec:3.1.4.3	Cupriavidus
reh:H16_B1076	ec:2.5.1.54	Cupriavidus
reh:H16_B1081	ec:2.6.1.57	Cupriavidus
reh:H16_B1083	ec:1.13.11.27	Cupriavidus
reh:H16_B1092	ec:1.8.1.9	Cupriavidus
reh:H16_B1098	ec:1.8.1.4	Cupriavidus
reh:H16_B1102	ec:6.2.1.1	Cupriavidus
reh:H16_B1123	ec:3.5.1.81	Cupriavidus
reh:H16_B1166	ec:3.1.4.3	Cupriavidus
reh:H16_B1179	ec:1.2.1.16	Cupriavidus
reh:H16_B1179	ec:1.2.1.79	Cupriavidus
reh:H16_B1179	ec:1.2.1.20	Cupriavidus
reh:H16_B1190	ec:1.1.1.31	Cupriavidus
reh:H16_B1191	ec:1.2.1.18	Cupriavidus
reh:H16_B1191	ec:1.2.1.27	Cupriavidus
reh:H16_B1197	ec:2.5.1.26	Cupriavidus
reh:H16_B1199	ec:2.7.1.30	Cupriavidus
reh:H16_B1212	ec:2.7.1.45	Cupriavidus
reh:H16_B0923	ec:3.4.11.9	Cupriavidus
reh:H16_B1239	ec:6.2.1.3	Cupriavidus
reh:H16_B1250	ec:5.3.3.10	Cupriavidus
reh:H16_B1301	ec:3.5.2.6	Cupriavidus
reh:H16_B1313	ec:3.2.1.17	Cupriavidus
reh:H16_B1333	ec:2.7.1.95	Cupriavidus
reh:H16_B1340	ec:1.6.5.5	Cupriavidus
reh:H16_B1357	ec:6.2.1.30	Cupriavidus
reh:H16_B1365	ec:3.5.99.7	Cupriavidus
reh:H16_A0475	ec:7.4.2.1	Cupriavidus
reh:H16_A3131	ec:1.6.1.2	Cupriavidus
reh:H16_A3131	ec:7.1.1.1	Cupriavidus
reh:H16_B0477	ec:2.7.13.3	Cupriavidus
reh:H16_B1714	ec:1.6.1.2	Cupriavidus
reh:H16_B1714	ec:7.1.1.1	Cupriavidus
reh:H16_B0552	ec:4.1.3.39	Cupriavidus
reh:H16_A1466	ec:2.5.1.32	Cupriavidus
reh:H16_A0332	ec:5.4.2.11	Cupriavidus
reh:H16_A0336	ec:1.1.1.94	Cupriavidus
reh:H16_A0356	ec:2.4.2.18	Cupriavidus
reh:H16_A0372	ec:2.7.6.1	Cupriavidus
reh:H16_A0374	ec:2.7.1.148	Cupriavidus
reh:H16_A0395	ec:2.4.2.7	Cupriavidus
reh:H16_A0427	ec:4.3.1.19	Cupriavidus
reh:H16_A0428	ec:3.1.3.12	Cupriavidus
reh:H16_B0508	ec:1.4.5.1	Cupriavidus
reh:H16_B0517	ec:1.1.1.1	Cupriavidus
reh:H16_B0522	ec:2.5.1.18	Cupriavidus
reh:H16_B0531	ec:3.5.1.81	Cupriavidus
reh:H16_B0534	ec:3.1.4.3	Cupriavidus
reh:H16_B0536	ec:5.5.1.1	Cupriavidus
reh:H16_B0381	ec:2.3.1.9	Cupriavidus
reh:H16_B0546	ec:1.13.11.2	Cupriavidus
reh:H16_B0547	ec:1.2.1.32	Cupriavidus
reh:H16_B0547	ec:1.2.1.85	Cupriavidus
reh:H16_B0549	ec:4.1.1.77	Cupriavidus
reh:H16_B0550	ec:5.3.2.6	Cupriavidus
reh:H16_B0560	ec:2.4.2.19	Cupriavidus
reh:H16_B0611	ec:1.1.1.29	Cupriavidus
reh:H16_B0612	ec:2.7.1.165	Cupriavidus
reh:H16_B0618	ec:6.3.1.2	Cupriavidus
reh:H16_B0642	ec:1.1.1.51	Cupriavidus
reh:H16_B0649	ec:1.1.1.51	Cupriavidus
reh:H16_A2855	ec:2.5.1.78	Cupriavidus
reh:H16_B2510	ec:1.1.1.100	Cupriavidus
reh:H16_B2514	ec:2.5.1.18	Cupriavidus
reh:H16_B2515	ec:3.4.11.5	Cupriavidus
reh:H16_B2520	ec:1.6.5.5	Cupriavidus
reh:H16_B1865	ec:1.14.14.5	Cupriavidus
reh:H16_B1870	ec:2.3.3.15	Cupriavidus
reh:H16_B1871	ec:2.3.1.8	Cupriavidus
reh:H16_B1881	ec:4.3.1.12	Cupriavidus
reh:H16_B1904	ec:1.1.1.100	Cupriavidus
reh:H16_B1918	ec:6.2.1.25	Cupriavidus
reh:H16_B1931	ec:1.1.1.42	Cupriavidus
reh:H16_B1939	ec:1.2.1.39	Cupriavidus
reh:H16_B1943	ec:1.11.1.10	Cupriavidus
reh:H16_B1945	ec:1.4.1.4	Cupriavidus
reh:H16_B1956	ec:3.5.1.10	Cupriavidus
reh:H16_B1967	ec:3.5.4.16	Cupriavidus
reh:H16_B1994	ec:6.3.4.4	Cupriavidus
reh:H16_B2004	ec:1.6.5.5	Cupriavidus
reh:H16_B2057	ec:1.2.1.16	Cupriavidus
reh:H16_B2057	ec:1.2.1.79	Cupriavidus
reh:H16_B2057	ec:1.2.1.20	Cupriavidus
reh:H16_B2073	ec:3.1.1.75	Cupriavidus
reh:H16_B2096	ec:3.2.1.28	Cupriavidus
reh:H16_B2130	ec:1.2.1.8	Cupriavidus
reh:H16_B2131	ec:1.1.99.1	Cupriavidus
reh:H16_B1657	ec:1.1.1.31	Cupriavidus
reh:H16_B2144	ec:3.6.1.26	Cupriavidus
reh:H16_B2157	ec:1.3.8.7	Cupriavidus
reh:H16_B2191	ec:6.3.1.2	Cupriavidus
reh:H16_B2211	ec:2.3.3.1	Cupriavidus
reh:H16_B2220	ec:1.14.11.17	Cupriavidus
reh:H16_B2229	ec:2.5.1.49	Cupriavidus
reh:H16_B2286	ec:1.14.13.2	Cupriavidus
reh:H16_B2289	ec:5.5.1.2	Cupriavidus
reh:H16_B2331	ec:1.13.12.16	Cupriavidus
reh:H16_B2378	ec:2.5.1.47	Cupriavidus
reh:H16_B2401	ec:3.1.1.75	Cupriavidus
reh:H16_B2421	ec:5.1.1.13	Cupriavidus
reh:H16_B2444	ec:1.2.1.3	Cupriavidus
reh:H16_B1670	ec:3.7.1.2	Cupriavidus
reh:H16_B2455	ec:4.3.2.3	Cupriavidus
reh:H16_B2460	ec:3.5.3.4	Cupriavidus
reh:H16_B2494	ec:4.1.3.4	Cupriavidus
reh:H16_B1671	ec:1.13.11.5	Cupriavidus
reh:H16_B2521	ec:1.14.11.17	Cupriavidus
reh:H16_B2531	ec:6.3.4.5	Cupriavidus
reh:H16_A3520	ec:1.14.13.149	Cupriavidus
reh:H16_A3522	ec:1.14.13.149	Cupriavidus
reh:H16_A3533	ec:1.14.12.17	Cupriavidus
reh:H16_B2171	ec:2.4.1.80	Cupriavidus
reh:H16_B0357	ec:2.3.3.1	Cupriavidus
reh:H16_A3321	ec:2.4.2.18	Cupriavidus
reh:H16_A3322	ec:4.1.1.48	Cupriavidus
reh:H16_B0361	ec:1.1.1.100	Cupriavidus
reh:H16_B0364	ec:1.13.12.16	Cupriavidus
reh:H16_B0371	ec:1.3.1.62	Cupriavidus
reh:H16_B0372	ec:1.3.1.62	Cupriavidus
reh:H16_B0376	ec:4.6.1.1	Cupriavidus
reh:H16_B0380	ec:2.3.1.9	Cupriavidus
reh:H16_A3325	ec:3.6.1.7	Cupriavidus
reh:H16_A3351	ec:6.2.1.3	Cupriavidus
reh:H16_B0449	ec:1.4.1.9	Cupriavidus
reh:H16_B0451	ec:2.5.1.18	Cupriavidus
reh:H16_B0459	ec:3.5.1.16	Cupriavidus
reh:H16_B0460	ec:1.1.2.3	Cupriavidus
reh:H16_B0463	ec:1.6.5.5	Cupriavidus
reh:H16_B0464	ec:2.5.1.18	Cupriavidus
reh:H16_B0476	ec:3.5.1.49	Cupriavidus
reh:H16_B0494	ec:2.8.1.7	Cupriavidus
reh:H16_B1763	ec:1.13.12.16	Cupriavidus
reh:H16_B1769	ec:1.1.1.169	Cupriavidus
reh:H16_B1771	ec:2.3.1.9	Cupriavidus
reh:H16_B1813	ec:1.1.1.43	Cupriavidus
reh:H16_B1817	ec:1.1.2.3	Cupriavidus
reh:H16_B1819	ec:1.1.1.95	Cupriavidus
reh:H16_B1819	ec:1.1.1.399	Cupriavidus
reh:H16_B1826	ec:1.3.8.7	Cupriavidus
reh:H16_B1831	ec:4.3.3.7	Cupriavidus
reh:H16_B0051	ec:4.2.1.33	Cupriavidus
reh:H16_B0051	ec:4.2.1.35	Cupriavidus
reh:H16_A1224	ec:6.3.4.19	Cupriavidus
reh:H16_A2441	ec:7.3.2.1	Cupriavidus
reh:H16_A1147	ec:4.2.99.18	Cupriavidus
reh:H16_A1374	ec:1.2.4.1	Cupriavidus
reh:H16_A0293	ec:1.13.12.16	Cupriavidus
reh:H16_A0338	ec:2.1.1.207	Cupriavidus
reh:H16_B1667	ec:2.3.1.41	Cupriavidus
reh:H16_A0351	ec:1.17.99.9	Cupriavidus
reh:H16_A0388	ec:7.5.2.5	Cupriavidus
reh:H16_A0432	ec:2.7.7.76	Cupriavidus
reh:H16_A0437	ec:1.2.5.3	Cupriavidus
reh:H16_A0455	ec:3.6.1.67	Cupriavidus
reh:H16_A0488	ec:2.7.1.170	Cupriavidus
reh:H16_A0498	ec:3.6.4.12	Cupriavidus
reh:H16_A0510	ec:2.7.1.221	Cupriavidus
reh:H16_A0524	ec:2.3.1.269	Cupriavidus
reh:H16_A0644	ec:1.17.1.9	Cupriavidus
reh:H16_A0554	ec:4.6.1.17	Cupriavidus
reh:H16_A2183	ec:3.1.3.1	Cupriavidus
reh:H16_A2914	ec:2.4.2.9	Cupriavidus
reh:H16_A0246	ec:1.5.1.54	Cupriavidus
reh:H16_A2569	ec:2.3.1.180	Cupriavidus
reh:H16_B2315	ec:1.6.5.2	Cupriavidus
reh:H16_A2790	ec:5.2.1.8	Cupriavidus
reh:H16_A3627	ec:6.3.2.2	Cupriavidus
reh:H16_A3410	ec:4.3.2.10	Cupriavidus
reh:H16_B1546	ec:1.14.13.127	Cupriavidus
reh:H16_A2424	ec:4.2.1.153	Cupriavidus
reh:H16_A1500	ec:3.1.2.2	Cupriavidus
reh:H16_A1500	ec:3.1.1.2	Cupriavidus
reh:H16_A1500	ec:3.1.1.5	Cupriavidus
reh:H16_B2265	ec:1.7.5.1	Cupriavidus
reh:H16_B2549	ec:3.1.4.58	Cupriavidus
reh:H16_B2550	ec:2.1.1.63	Cupriavidus
reh:H16_B2564	ec:2.7.1.2	Cupriavidus
reh:H16_B2565	ec:3.1.1.31	Cupriavidus
reh:H16_B2566	ec:1.1.1.49	Cupriavidus
reh:H16_B2566	ec:1.1.1.363	Cupriavidus
reh:H16_B2567	ec:4.2.1.12	Cupriavidus
reh:H16_B1719	ec:1.1.1.169	Cupriavidus
reh:H16_B1428	ec:1.11.1.6	Cupriavidus
reh:H16_B1735	ec:1.2.1.3	Cupriavidus
reh:H16_B1736	ec:6.2.1.3	Cupriavidus
reh:H16_B1745	ec:1.1.1.1	Cupriavidus
reh:H16_B1750	ec:1.1.1.31	Cupriavidus
reh:H16_B1751	ec:1.2.1.3	Cupriavidus
reh:H16_B1699	ec:1.1.1.1	Cupriavidus
reh:H16_B1711	ec:2.8.3.16	Cupriavidus
reh:H16_B1712	ec:4.1.1.8	Cupriavidus
reh:H16_A3453	ec:4.2.1.24	Cupriavidus
reh:H16_B0666	ec:1.1.1.100	Cupriavidus
reh:H16_A3558	ec:3.2.2.20	Cupriavidus
reh:H16_A3598	ec:4.1.1.47	Cupriavidus
reh:H16_A3599	ec:5.3.1.22	Cupriavidus
reh:H16_A3600	ec:1.1.1.60	Cupriavidus
reh:H16_A3602	ec:2.7.1.40	Cupriavidus
reh:H16_A3619	ec:2.1.2.10	Cupriavidus
reh:H16_A3622	ec:4.3.1.17	Cupriavidus
reh:H16_A3633	ec:4.1.1.37	Cupriavidus
reh:H16_A3649	ec:3.5.1.68	Cupriavidus
reh:H16_A3663	ec:1.1.99.1	Cupriavidus
reh:H16_A3664	ec:1.2.1.18	Cupriavidus
reh:H16_A3664	ec:1.2.1.27	Cupriavidus
reh:H16_A3666	ec:3.1.1.5	Cupriavidus
reh:H16_A3673	ec:4.3.1.12	Cupriavidus
reh:H16_A3678	ec:1.14.16.1	Cupriavidus
reh:H16_A3679	ec:4.2.1.96	Cupriavidus
reh:H16_A3699	ec:2.1.2.9	Cupriavidus
reh:H16_A3711	ec:4.1.1.32	Cupriavidus
reh:H16_A3712	ec:1.1.1.95	Cupriavidus
reh:H16_A3712	ec:1.1.1.399	Cupriavidus
reh:H16_A3737	ec:1.1.99.1	Cupriavidus
reh:H16_B0016	ec:3.2.1.25	Cupriavidus
reh:H16_B0046	ec:4.2.1.104	Cupriavidus
reh:H16_B0070	ec:3.2.2.4	Cupriavidus
reh:H16_B0072	ec:3.5.1.49	Cupriavidus
reh:H16_B0081	ec:2.3.3.13	Cupriavidus
reh:H16_B0127	ec:4.2.1.40	Cupriavidus
reh:H16_B0131	ec:4.2.1.41	Cupriavidus
reh:H16_B0135	ec:3.4.13.21	Cupriavidus
reh:H16_B0143	ec:2.7.1.23	Cupriavidus
reh:H16_B0146	ec:2.3.1.12	Cupriavidus
reh:H16_A3313	ec:6.2.1.30	Cupriavidus
reh:H16_B0200	ec:2.3.1.16	Cupriavidus
reh:H16_B0216	ec:1.1.1.262	Cupriavidus
reh:H16_B0226	ec:5.1.3.2	Cupriavidus
reh:H16_B0280	ec:4.2.1.9	Cupriavidus
reh:H16_B0283	ec:5.1.3.2	Cupriavidus
reh:H16_A3317	ec:5.1.3.1	Cupriavidus
reh:H16_B0295	ec:2.7.9.3	Cupriavidus
reh:H16_B0301	ec:4.2.3.1	Cupriavidus
reh:H16_B0304	ec:1.6.5.5	Cupriavidus
reh:H16_B0321	ec:4.2.1.7	Cupriavidus
reh:H16_B0330	ec:4.1.1.45	Cupriavidus
reh:H16_B0332	ec:1.6.5.5	Cupriavidus
reh:H16_B0337	ec:1.2.1.38	Cupriavidus
reh:H16_A3318	ec:3.1.3.18	Cupriavidus
reh:H16_B0339	ec:3.1.1.75	Cupriavidus
reh:H16_B0345	ec:3.1.1.17	Cupriavidus
reh:H16_B0347	ec:1.1.1.95	Cupriavidus
reh:H16_B0347	ec:1.1.1.399	Cupriavidus
reh:H16_A3371	ec:1.17.1.4	Cupriavidus
reh:H16_B0842	ec:3.1.3.1	Cupriavidus
reh:H16_B0187	ec:7.4.2.8	Cupriavidus
reh:H16_B0815	ec:1.2.5.3	Cupriavidus
reh:H16_B1105	ec:3.4.17.11	Cupriavidus
reh:H16_B2085	ec:2.7.13.3	Cupriavidus
reh:H16_B2124	ec:3.5.1.81	Cupriavidus
reh:H16_B2266	ec:1.7.5.1	Cupriavidus
reh:H16_A2996	ec:2.7.7.4	Cupriavidus
reh:H16_A0610	ec:1.15.1.1	Cupriavidus
reh:H16_A2913	ec:2.1.3.2	Cupriavidus
reh:H16_A2967	ec:2.7.8.26	Cupriavidus
reh:H16_A2389	ec:2.7.7.7	Cupriavidus
reh:H16_B0917	ec:2.3.1.241	Cupriavidus
reh:H16_B1300	ec:1.2.4.1	Cupriavidus
reh:H16_A1570	ec:2.7.7.7	Cupriavidus
reh:H16_A3136	ec:1.2.1.41	Cupriavidus
reh:H16_A3062	ec:2.4.2.1	Cupriavidus
reh:H16_A3062	ec:2.4.2.2	Cupriavidus
reh:H16_A3324	ec:3.2.2.27	Cupriavidus
reh:H16_A3674	ec:2.4.1.129	Cupriavidus
reh:H16_A3704	ec:5.6.2.1	Cupriavidus
reh:H16_A0107	ec:2.1.1.144	Cupriavidus
reh:H16_A3746	ec:3.1.26.5	Cupriavidus
reh:H16_B1877	ec:1.17.1.1	Cupriavidus
reh:H16_B0239	ec:2.7.13.3	Cupriavidus
reh:H16_B0241	ec:2.1.1.80	Cupriavidus
reh:H16_B0242	ec:3.5.1.44	Cupriavidus
reh:H16_B1498	ec:7.5.2.7	Cupriavidus
reh:H16_A0521	ec:6.1.1.14	Cupriavidus
reh:H16_A0523	ec:6.1.1.14	Cupriavidus
reh:H16_A3130	ec:1.6.1.2	Cupriavidus
reh:H16_A3130	ec:7.1.1.1	Cupriavidus
reh:H16_A3109	ec:1.11.1.6	Cupriavidus
reh:H16_A1083	ec:3.5.1.5	Cupriavidus
reh:H16_A3331	ec:5.3.4.1	Cupriavidus
reh:H16_A3344	ec:2.5.1.129	Cupriavidus
reh:H16_A3348	ec:1.17.1.8	Cupriavidus
reh:H16_A3266	ec:3.5.1.108	Cupriavidus
reh:H16_A3458	ec:2.7.7.6	Cupriavidus
reh:H16_B2453	ec:1.3.3.4	Cupriavidus
reh:H16_B2453	ec:1.3.3.15	Cupriavidus
reh:H16_A3170	ec:4.2.1.10	Cupriavidus
reh:H16_A2883	ec:2.4.99.12	Cupriavidus
reh:H16_A2883	ec:2.4.99.13	Cupriavidus
reh:H16_A2883	ec:2.4.99.14	Cupriavidus
reh:H16_A2883	ec:2.4.99.15	Cupriavidus
reh:H16_B1291	ec:2.7.4.23	Cupriavidus
reh:H16_A2963	ec:6.3.1.10	Cupriavidus
reh:H16_A1924	ec:4.2.3.12	Cupriavidus
reh:H16_A1924	ec:4.1.2.50	Cupriavidus
reh:H16_B1842	ec:5.4.99.2	Cupriavidus
reh:H16_B0679	ec:4.2.1.153	Cupriavidus
reh:H16_B0551	ec:1.2.1.10	Cupriavidus
reh:H16_A0500	ec:3.1.22.4	Cupriavidus
reh:H16_B2148	ec:2.4.1.129	Cupriavidus
reh:H16_B2148	ec:3.4.16.4	Cupriavidus
reh:H16_A0112	ec:6.3.5.6	Cupriavidus
reh:H16_A0112	ec:6.3.5.7	Cupriavidus
reh:H16_A0588	ec:2.3.1.275	Cupriavidus
reh:H16_B0096	ec:4.3.1.7	Cupriavidus
reh:H16_A2917	ec:5.4.99.19	Cupriavidus
reh:H16_B1680	ec:1.14.13.195	Cupriavidus
reh:H16_B1680	ec:1.14.13.196	Cupriavidus
reh:H16_A0720	ec:3.4.23.43	Cupriavidus
reh:H16_A1428	ec:2.7.13.3	Cupriavidus
reh:H16_A0570	ec:5.4.99.18	Cupriavidus
reh:H16_A0572	ec:2.7.7.87	Cupriavidus
reh:H16_A0575	ec:3.4.16.4	Cupriavidus
reh:H16_A3342	ec:2.1.1.297	Cupriavidus
reh:H16_A3320	ec:4.1.3.27	Cupriavidus
reh:H16_A0298	ec:2.7.13.3	Cupriavidus
reh:H16_A2264	ec:2.10.1.1	Cupriavidus
reh:H16_A3495	ec:3.6.4.12	Cupriavidus
reh:H16_A0445	ec:2.1.1.163	Cupriavidus
reh:H16_A0445	ec:2.1.1.201	Cupriavidus
reh:H16_A1223	ec:6.4.1.2	Cupriavidus
reh:H16_A1223	ec:2.1.3.15	Cupriavidus
reh:H16_A2041	ec:3.1.26.4	Cupriavidus
reh:H16_A3283	ec:1.14.99.60	Cupriavidus
reh:H16_A0003	ec:5.6.2.2	Cupriavidus
reh:H16_A3647	ec:2.1.1.170	Cupriavidus
reh:H16_A1012	ec:1.14.19.23	Cupriavidus
reh:H16_A1012	ec:1.14.19.45	Cupriavidus
reh:H16_B0097	ec:4.3.1.7	Cupriavidus
reh:H16_B2333	ec:2.7.13.3	Cupriavidus
reh:H16_A0199	ec:3.4.25.2	Cupriavidus
reh:H16_A1053	ec:7.1.1.2	Cupriavidus
reh:H16_A1052	ec:7.1.1.2	Cupriavidus
reh:H16_B0627	ec:2.7.7.4	Cupriavidus
reh:H16_B1419	ec:1.6.5.2	Cupriavidus
reh:H16_B1443	ec:4.1.1.44	Cupriavidus
reh:H16_B1466	ec:4.1.99.22	Cupriavidus
reh:H16_B1469	ec:2.10.1.1	Cupriavidus
reh:H16_B1563	ec:3.2.1.141	Cupriavidus
reh:H16_A3279	ec:3.4.16.4	Cupriavidus
reh:H16_A2106	ec:6.3.5.5	Cupriavidus
reh:H16_A0802	ec:1.1.1.22	Cupriavidus
reh:H16_A0804	ec:5.1.3.20	Cupriavidus
reh:H16_B1413	ec:6.3.5.6	Cupriavidus
reh:H16_B1413	ec:6.3.5.7	Cupriavidus
reh:H16_A2319	ec:7.1.1.9	Cupriavidus
reh:H16_B0779	ec:1.7.1.15	Cupriavidus
reh:H16_B1394	ec:4.1.1.39	Cupriavidus
reh:H16_A3090	ec:2.5.1.17	Cupriavidus
reh:H16_B0052	ec:4.2.1.33	Cupriavidus
reh:H16_B0052	ec:4.2.1.35	Cupriavidus
reh:H16_A0291	ec:6.2.1.30	Cupriavidus
reh:H16_B2323	ec:1.7.2.5	Cupriavidus
reh:H16_A3163	ec:3.1.13.1	Cupriavidus
reh:H16_A2390	ec:1.17.4.1	Cupriavidus
reh:H16_A3257	ec:3.4.23.43	Cupriavidus
reh:H16_A2756	ec:7.4.2.1	Cupriavidus
reh:H16_B1810	ec:7.4.2.1	Cupriavidus
reh:H16_A3234	ec:1.17.4.1	Cupriavidus
reh:H16_A3235	ec:1.17.4.1	Cupriavidus
